dataset,dataset_label,model_label,model_id,interface_name,interface_label,train_size,rank,updates,exact_match,f1,answer_contained,avg_prompt_tokens,truncated_count,source_summary,error
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_embed_top3docs,raw_embed_top3docs,500,8,32,0.276667,0.371464,0.293333,421.37,0,experiments/outputs/rank_sweep/hotpotqa_embed_retrieval_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_embed_top5docs,raw_embed_top5docs,500,8,32,0.276667,0.385281,0.296667,691.1,0,experiments/outputs/rank_sweep/hotpotqa_embed_retrieval_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_plus_1_distractor,gold_plus_1_distractor,500,8,32,0.443333,0.566012,0.496667,307.57,0,experiments/outputs/rank_sweep/hotpotqa_evidence_quality_lora_r8_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_plus_3_distractors,gold_plus_3_distractors,500,8,32,0.446667,0.564082,0.49,594.46,0,experiments/outputs/rank_sweep/hotpotqa_evidence_quality_lora_r8_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first,Support first,500,8,32,0.41,0.538658,0.443333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_evidence_quality_lora_r8_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first_2docs,raw_support_first_2docs,500,8,32,0.436667,0.570444,0.49,283.08,0,experiments/outputs/rank_sweep/hotpotqa_front_window_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first_3docs,raw_support_first_3docs,500,8,32,0.4,0.532525,0.443333,423.72,0,experiments/outputs/rank_sweep/hotpotqa_front_window_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first_5docs,raw_support_first_5docs,500,8,32,0.42,0.548028,0.45,710.61,0,experiments/outputs/rank_sweep/hotpotqa_front_window_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_ftcrossenc_order,FT cross-enc order,1000,8,63,0.396667,0.503483,0.413333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_ftcrossenc_order_lora_r8_n1000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_ftcrossenc_order,FT cross-enc order,2000,8,125,0.45,0.566512,0.46,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_ftcrossenc_order_lora_r8_n2000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_ftcrossenc_order,FT cross-enc order,500,8,32,0.35,0.462757,0.376667,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_ftcrossenc_retrieval_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_ftcrossenc_top3docs,FT cross-enc top-3,500,8,32,0.336667,0.454369,0.36,404.55,0,experiments/outputs/rank_sweep/hotpotqa_ftcrossenc_retrieval_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,500,8,32,0.373333,0.475083,0.39,662.69,0,experiments/outputs/rank_sweep/hotpotqa_ftcrossenc_retrieval_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,1000,8,63,0.413333,0.519908,0.43,662.69,0,experiments/outputs/rank_sweep/hotpotqa_ftcrossenc_top5docs_lora_r8_n1000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,2000,8,125,0.476667,0.586186,0.486667,662.69,0,experiments/outputs/rank_sweep/hotpotqa_ftcrossenc_top5docs_lora_r8_n2000_summary.json,
hotpotqa,HotpotQA,Gemma-2-9B,google/gemma-2-9b-it,raw_context,Raw context,1000,8,63,0.556667,0.713403,0.583333,1434.02,1,experiments/outputs/rank_sweep/hotpotqa_gemma2_9b_r8_n1000_long_interfaces_summary.json,
hotpotqa,HotpotQA,Gemma-2-9B,google/gemma-2-9b-it,raw_support_first,Support first,1000,8,63,0.63,0.775631,0.67,1434.02,1,experiments/outputs/rank_sweep/hotpotqa_gemma2_9b_r8_n1000_long_interfaces_summary.json,
hotpotqa,HotpotQA,Gemma-2-9B,google/gemma-2-9b-it,gold_supporting_sentences,Oracle support,1000,8,63,0.626667,0.785091,0.69,137.45,0,experiments/outputs/rank_sweep/hotpotqa_gemma2_9b_r8_n1000_short_interfaces_summary.json,
hotpotqa,HotpotQA,Gemma-2-9B,google/gemma-2-9b-it,raw_ftcrossenc_top5docs,FT cross-enc top-5,1000,8,63,0.606667,0.757947,0.636667,654.12,0,experiments/outputs/rank_sweep/hotpotqa_gemma2_9b_r8_n1000_short_interfaces_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_sentences,Oracle support,4000,8,250,0.586667,0.725188,0.626667,157.93,0,experiments/outputs/rank_sweep/hotpotqa_gold_scaling_n4000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_ftcrossenc_order,FT cross-enc order,1000,8,63,0.533333,0.668837,0.57,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_ftcrossenc_order_n1000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_ftcrossenc_order,FT cross-enc order,500,8,32,0.486667,0.621906,0.533333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_ftcrossenc_order_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,1000,8,63,0.543333,0.667615,0.57,662.69,0,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_ftcrossenc_top5docs_n1000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,2000,8,125,0.59,0.715113,0.61,662.69,0,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_ftcrossenc_top5docs_n2000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,500,8,32,0.5,0.635704,0.536667,662.69,0,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_ftcrossenc_top5docs_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,gold_supporting_sentences,Oracle support,1000,8,63,0.586667,0.745483,0.633333,157.93,0,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_gold_n1000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,gold_supporting_sentences,Oracle support,500,8,32,0.576667,0.72921,0.646667,157.93,0,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_gold_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_context,Raw context,1000,8,63,0.463333,0.587183,0.493333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_raw_n1000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_context,Raw context,500,8,32,0.423333,0.555237,0.483333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_raw_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_support_first,Support first,1000,8,63,0.566667,0.718964,0.613333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_support_first_n1000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_support_first,Support first,500,8,32,0.536667,0.693329,0.603333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_larger_model_3b_support_first_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,raw_context,Raw context,1000,8,63,0.58,0.720877,0.606667,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_llama31_8b_r8_n1000_long_interfaces_summary.json,
hotpotqa,HotpotQA,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,raw_support_first,Support first,1000,8,63,0.613333,0.759925,0.646667,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_llama31_8b_r8_n1000_long_interfaces_summary.json,
hotpotqa,HotpotQA,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,gold_supporting_sentences,Oracle support,1000,8,63,0.646667,0.78161,0.69,157.93,0,experiments/outputs/rank_sweep/hotpotqa_llama31_8b_r8_n1000_short_interfaces_summary.json,
hotpotqa,HotpotQA,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,1000,8,63,0.586667,0.726607,0.606667,662.69,0,experiments/outputs/rank_sweep/hotpotqa_llama31_8b_r8_n1000_short_interfaces_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,gold_supporting_sentences,Oracle support,2000,8,125,0.603333,0.769281,0.656667,157.93,0,experiments/outputs/rank_sweep/hotpotqa_lora_3b_gold_n2000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_context,Raw context,2000,8,125,0.526667,0.660046,0.55,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_lora_3b_raw_context_n2000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_support_first,Support first,2000,8,125,0.593333,0.735314,0.623333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_lora_3b_raw_support_first_n2000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_sentences,Oracle support,500,2,32,0.456667,0.585136,0.483333,157.93,0,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_sentences,Oracle support,500,4,32,0.446667,0.58385,0.486667,157.93,0,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_sentences,Oracle support,500,8,32,0.47,0.604591,0.533333,157.93,0,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_sentences,Oracle support,500,16,32,0.466667,0.599489,0.493333,157.93,0,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,no_context,No context,500,2,32,0.106667,0.18028,0.126667,67.2,0,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,no_context,No context,500,4,32,0.12,0.191172,0.14,67.2,0,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,no_context,No context,500,8,32,0.13,0.205536,0.153333,67.2,0,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,no_context,No context,500,16,32,0.13,0.206568,0.15,67.2,0,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,500,2,32,0.19,0.293362,0.21,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,500,4,32,0.226667,0.339338,0.253333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,500,8,32,0.266667,0.379492,0.3,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,500,16,32,0.296667,0.41196,0.326667,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_lora_rank_sweep_summary.json,
hotpotqa,HotpotQA,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,raw_context,Raw context,1000,8,63,0.53,0.684464,0.6,1611.29,2,experiments/outputs/rank_sweep/hotpotqa_mistral7b_r8_n1000_long_interfaces_summary.json,
hotpotqa,HotpotQA,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,raw_support_first,Support first,1000,8,63,0.613333,0.765102,0.666667,1611.29,2,experiments/outputs/rank_sweep/hotpotqa_mistral7b_r8_n1000_long_interfaces_summary.json,
hotpotqa,HotpotQA,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,gold_supporting_sentences,Oracle support,1000,8,63,0.59,0.761211,0.666667,150.05,0,experiments/outputs/rank_sweep/hotpotqa_mistral7b_r8_n1000_short_interfaces_summary.json,
hotpotqa,HotpotQA,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,raw_ftcrossenc_top5docs,FT cross-enc top-5,1000,8,63,0.56,0.701589,0.606667,734.11,0,experiments/outputs/rank_sweep/hotpotqa_mistral7b_r8_n1000_short_interfaces_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_middle,Support middle,500,8,32,0.283333,0.400746,0.31,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_position_middle_lora_r8_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_shuffled,Support shuffled,500,8,32,0.29,0.395571,0.323333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_position_shuffled_lora_r8_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_last,Support last,500,8,32,0.31,0.442754,0.35,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_position_stress_lora_r8_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,gold_supporting_sentences,Oracle support,1000,8,63,0.62,0.781141,0.676667,156.16,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n1000_gold_supporting_sentences_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_context,Raw context,1000,8,63,0.566667,0.730004,0.623333,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n1000_raw_context_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,1000,8,63,0.6,0.746276,0.64,685.44,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n1000_raw_ftcrossenc_top5docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_first,Support first,1000,8,63,0.63,0.784689,0.68,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n1000_raw_support_first_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,gold_supporting_sentences,Oracle support,2000,8,125,0.636667,0.787197,0.693333,156.16,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_gold_supporting_sentences_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,no_context,No context,2000,8,125,0.19,0.279808,0.216667,60.71,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_no_context_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_bm25_order,BM25 order,2000,8,125,0.61,0.760671,0.663333,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_bm25_order_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_bm25_top5docs,BM25 top-5,2000,8,125,0.526667,0.690203,0.576667,728.41,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_bm25_top5docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_context,Raw context,2000,8,125,0.59,0.747985,0.636667,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_context_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_crossenc_order,Cross-enc order,2000,8,125,0.603333,0.758033,0.663333,1484.27,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_crossenc_order_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_crossenc_top3docs,Cross-enc top-3,2000,8,125,0.496667,0.632171,0.53,423.91,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_crossenc_top3docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,2000,8,125,0.533333,0.673673,0.57,702.45,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_crossenc_top5docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_ftcrossenc_order,FT cross-enc order,2000,8,125,0.61,0.754262,0.656667,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_ftcrossenc_order_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_ftcrossenc_top3docs,FT cross-enc top-3,2000,8,125,0.586667,0.729038,0.63,414.88,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_ftcrossenc_top3docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,2000,8,125,0.61,0.754713,0.653333,685.44,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_ftcrossenc_top5docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_first,Support first,2000,8,125,0.653333,0.801107,0.69,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_support_first_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_last,Support last,2000,8,125,0.626667,0.788792,0.683333,1484.27,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_support_last_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_middle,Support middle,2000,8,125,0.633333,0.776387,0.676667,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_support_middle_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_shuffled,Support shuffled,2000,8,125,0.6,0.75407,0.65,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n2000_raw_support_shuffled_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,gold_supporting_sentences,Oracle support,4000,8,250,0.64,0.795937,0.69,156.16,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n4000_gold_supporting_sentences_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_context,Raw context,4000,8,250,0.626667,0.779705,0.676667,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n4000_raw_context_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,4000,8,250,0.623333,0.76794,0.67,685.44,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n4000_raw_ftcrossenc_top5docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_first,Support first,4000,8,250,0.656667,0.806075,0.69,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n4000_raw_support_first_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,gold_supporting_sentences,Oracle support,500,8,32,0.61,0.761214,0.663333,156.16,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n500_gold_supporting_sentences_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_context,Raw context,500,8,32,0.57,0.726766,0.623333,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n500_raw_context_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,500,8,32,0.6,0.742139,0.643333,685.44,0,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n500_raw_ftcrossenc_top5docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_first,Support first,500,8,32,0.623333,0.766091,0.67,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen14b_r8_n500_raw_support_first_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-32B,Qwen/Qwen2.5-Coder-32B-Instruct,raw_context,Raw context,500,8,32,0.6,0.735014,0.646667,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen32b_r8_n500_raw_context_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-32B,Qwen/Qwen2.5-Coder-32B-Instruct,raw_support_first,Support first,500,8,32,0.623333,0.75662,0.663333,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen32b_r8_n500_raw_support_first_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,gold_supporting_sentences,Oracle support,1000,8,63,0.603333,0.747862,0.67,156.16,0,experiments/outputs/rank_sweep/hotpotqa_qwen7b_r8_n1000_gold_supporting_sentences_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,no_context,No context,1000,8,63,0.153333,0.2468,0.17,60.71,0,experiments/outputs/rank_sweep/hotpotqa_qwen7b_r8_n1000_no_context_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,raw_context,Raw context,1000,8,63,0.57,0.695972,0.626667,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen7b_r8_n1000_raw_context_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,raw_ftcrossenc_top5docs,FT cross-enc top-5,1000,8,63,0.593333,0.713206,0.63,685.44,0,experiments/outputs/rank_sweep/hotpotqa_qwen7b_r8_n1000_raw_ftcrossenc_top5docs_summary.json,
hotpotqa,HotpotQA,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,raw_support_first,Support first,1000,8,63,0.616667,0.748221,0.676667,1484.26,1,experiments/outputs/rank_sweep/hotpotqa_qwen7b_r8_n1000_raw_support_first_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,4000,8,250,0.436667,0.554321,0.463333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_raw_context_scaling_n4000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first,Support first,1000,8,63,0.45,0.575353,0.48,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_support_first_scaling_n1000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first,Support first,2000,8,125,0.496667,0.627553,0.523333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_support_first_scaling_n2000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first,Support first,4000,8,250,0.536667,0.666705,0.563333,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_support_first_scaling_n4000_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_suptitle_order,raw_suptitle_order,500,8,32,0.293333,0.405326,0.32,1427.71,1,experiments/outputs/rank_sweep/hotpotqa_suptitle_retrieval_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_suptitle_top3docs,raw_suptitle_top3docs,500,8,32,0.236667,0.357892,0.26,368.97,0,experiments/outputs/rank_sweep/hotpotqa_suptitle_retrieval_lora_r8_n500_summary.json,
hotpotqa,HotpotQA,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_suptitle_top5docs,raw_suptitle_top5docs,500,8,32,0.25,0.371398,0.28,608.78,0,experiments/outputs/rank_sweep/hotpotqa_suptitle_retrieval_lora_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_paragraphs,Oracle support,1000,8,63,0.33,0.442331,0.346667,396.36,0,experiments/outputs/rank_sweep/musique_1b_r8_n1000_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,1000,8,63,0.133333,0.214818,0.14,2379.49,28,experiments/outputs/rank_sweep/musique_1b_r8_n1000_summary.json,
